Comment ID,Message,Updated At,Nickname,Platform,Stock Name
104769460,형들 하이닉스 작년 12월에는 배당락일이 없는건가요? 밀려서 2월27일로 바뀐건가요?,2025-04-01T11:39:27+09:00,신라면매워,toss,skhynix
104769368,거짓말같이 주식이 오르다니 ㅋㅋ,2025-04-01T11:38:16+09:00,아이유레디,toss,skhynix
104769166,이게 맞아?,2025-04-01T11:36:10+09:00,오우야냐,toss,skhynix
104768848,오늘 야식비 챙기자,2025-04-01T11:33:24+09:00,하나만패,toss,skhynix
104768358,이정도면 기관 어제 안거 같은디? 오늘하는지,2025-04-01T11:29:08+09:00,땡땡땡동,toss,skhynix
104768328,직장인들 커피만들어주는 기업이래서 잠깐넣어봤어요,2025-04-01T11:28:56+09:00,단기투자자충,toss,skhynix
104768322,"국장 깜짝이벤트 열기 식히는중
개미들 대단하네",2025-04-01T11:28:55+09:00,성투파이팅,toss,skhynix
104768020,"이 노무 내 손꾸락....
계속 떨어진다길래 예약걸고 회의들어갔더니만..... 이리 오를 줄이야...ㅋ",2025-04-01T11:26:15+09:00,이번생은틀린걸로,toss,skhynix
104767272,탄핵선고 정해져 그런가?,2025-04-01T11:21:24+09:00,적정선,toss,skhynix
104767024,갑자기 ??,2025-04-01T11:19:15+09:00,구라핑,toss,skhynix
104766836,"한화오션에 묶여서 이걸 못들어가네
아쉽",2025-04-01T11:17:35+09:00,덩스홀릭,toss,skhynix
104766240,오늘 생각보다 꽤 오르네,2025-04-01T11:12:33+09:00,성투파이팅,toss,skhynix
104766046,사야할까요? 너무 높으니,2025-04-01T11:10:52+09:00,주린이입니다uu,toss,skhynix
104764620,https://www.joongang.co.kr/article/25325123,2025-04-01T11:00:34+09:00,해골말종,toss,skhynix
104763294,"1. 삼성 파운드이, 3나노, 2나노에서 고객 확보 어려움, 공정 수율에서 TSMC에서 밀려.

TSMC 2나노 수율 : 60~70%
삼성 2나노 수율 : 30%

* 수율 : 웨이퍼에서 생산된 칩 중 품질검사를 통과한 비율

2. 국제유가 5주만에 최고치, 트럼프의 러시아산 원유에 대한 관세 압박 영향 때문인듯.

3. 일본지진조사위원회, 난카이 대지진 발생확률 30년 내 80%. 최대 추정 규모 진도 9.

4. BYD, 이달 3일 개최되는 서울 모빌리티 쇼에 참가하여 현대차 겨냥한 럭셔리 카 선보일 듯.

- 물론 한국내 정서는 현기지만, 가성비와 디자인, 여러 기능을 탑재한 BYD 무시 못할수도 ㄷㄷ

5. 형지 글로벌, 4연상. 테마주의 위엄?

- 이것이 테마인가요? ㄷㄷ 전 무서워서 못함.

6. 윤대통령 탄핵 심판일, 4월 4일 11시 로 확정.

- 운명의 날이네요...",2025-04-01T10:52:32+09:00,목포낭만검객부캐,toss,skhynix
104763026,단타 맛있겠다,2025-04-01T10:50:42+09:00,수수수수슈퍼노바,toss,skhynix
104762992,18때 와주라,2025-04-01T10:50:23+09:00,마오사아,toss,skhynix
104761996,더 사고싶다,2025-04-01T10:43:22+09:00,Drilloli,toss,skhynix
104761724,내일부터 폭등입니다,2025-04-01T10:40:59+09:00,존1나버티면승리,toss,skhynix
104758228,"불확실성 해소되고
헌재도 제발 일하시고 
도람프도 그만좀 떠들고
그런날이 올까? ㅋㅋ 이건 뭐 분석이 필요없는 장세니 그냥 홀드",2025-04-01T10:05:31+09:00,주식모을돈벌어야지,toss,skhynix
104756958,누르냐,2025-04-01T09:53:22+09:00,눈물이나,toss,skhynix
104755370,"관세 이슈 적용이 당장 내일이에요.
다들 지금 진입하시기보단 내일 관세 정책이 어떻게 되는지 확인하고
한 일주일정도는 지켜보고 진입하시는게 나을까싶습니다.",2025-04-01T09:40:23+09:00,힝구구그,toss,skhynix
104755354,어디서 입 벌리고 있음 되나요?,2025-04-01T09:40:19+09:00,호두과좌,toss,skhynix
104754996,곧 진입각이 열릴것이니 기다리고 참아라  꿀을 빨게 될것이로다~!!!,2025-04-01T09:37:16+09:00,난반대로만해,toss,skhynix
104754792,설마 음전하냐 최소한 이건 버텨줘야 할텐데,2025-04-01T09:35:53+09:00,성투파이팅,toss,skhynix
